id,applicant,pid,status
125,0301003,125,1
126,0301003,126,1
127,0301003,127,1
128,0301003,128,1
129,0301003,129,1
130,0301003,130,1
131,0301003,131,1
132,0301003,132,1
133,0301003,133,1
134,0301003,134,1
135,0301003,135,1
136,0301003,136,1
137,0301003,137,1
138,0301003,138,1
139,0301003,139,1
140,0301003,140,1
141,0301003,141,1
142,0301003,142,1
143,0301003,143,1
144,0301003,144,1
145,0301003,145,1
146,0301003,146,1
147,0301003,147,1
148,0301003,148,1
149,0301003,149,1
150,0301003,150,1
151,0301003,151,1
152,0301003,152,1
153,0301003,153,1
154,0301003,154,1
155,0301003,155,1
156,0301003,156,1
157,0301003,157,1
158,0301003,158,1
159,0301003,159,1
160,0401004,160,1
161,0401004,161,1
162,0401004,162,1
163,0401004,163,1
164,0401004,164,1
165,0401004,165,1
166,0401004,166,1
167,0401004,167,1
168,0401004,168,1
169,0401004,169,1
170,0401004,170,1
171,0401004,171,1
172,0401004,172,1
173,0401004,173,1
174,0401004,174,1
175,0401004,175,1
176,0401004,176,1
177,0401004,177,1
178,0401004,178,1
179,0401004,179,1
180,0401004,180,1
181,0401004,181,1
182,0401004,182,1
183,0401004,183,1
184,0401004,184,1
185,0401004,185,1
186,0401004,186,1
187,0401004,187,1
188,0401004,188,1
189,0401004,189,1
190,0401004,190,1
191,0401004,191,1
192,0401004,192,1
193,0401004,193,1
194,0401004,194,1
195,0401004,195,1
196,0401004,196,1
197,0401004,197,1
198,0401004,198,1
199,0401004,199,1
200,0501005,200,1
201,0501005,201,1
202,0501005,202,1
203,0501005,203,1
204,0501005,204,1
205,0501005,205,1
206,0501005,206,1
207,0501005,207,1
208,0501005,208,1
209,0501005,209,1
210,0501005,210,1
211,0501005,211,1
212,0501005,212,1
213,0501005,213,1
214,0501005,214,1
215,0501005,215,1
216,0501005,216,1
217,0501005,217,1
218,0501005,218,1
219,0501005,219,1
220,0501005,220,1
221,0501005,221,1
222,0501005,222,1
223,0501005,223,1
224,0501005,224,1
225,0501005,225,1
226,0501005,226,1
227,0501005,227,1
228,0501005,228,1
229,0501005,229,1
230,0501005,230,1
231,0501005,231,1
232,0501005,232,1
233,0501005,233,1
234,0501005,234,1
235,0501005,235,1
236,0501005,236,1
237,0501005,237,1
238,0501005,238,1
239,0501005,239,1
240,0001006,240,1
241,0001006,241,1
242,0001006,242,1
243,0001006,243,1
244,0001006,244,1
245,0001006,245,1
246,0001006,246,1
247,0001006,247,1
248,0001006,248,1
249,0001006,249,1
250,0001006,250,1
251,0001006,251,1
252,0001006,252,1
253,0001006,253,1
254,0001006,254,1
255,0001006,255,1
256,0001006,256,1
257,0001006,257,1
258,0001006,258,1
259,0001006,259,1
260,0001006,260,1
261,0001006,261,1
262,0001006,262,1
263,0001006,263,1
264,0001006,264,1
265,0001006,265,1
266,0001006,266,1
267,0001006,267,1
268,0001006,268,1
269,0001006,269,1
270,0001006,270,1
271,0001006,271,1
272,0001006,272,1
273,0001006,273,1
274,0001006,274,1
275,0001006,275,1
276,0001006,276,1
277,0001006,277,1
278,0001006,278,1
279,0001006,279,1
280,0101007,280,1
281,0101007,281,1
282,0101007,282,1
283,0101007,283,1
284,0101007,284,1
285,0101007,285,1
286,0101007,286,1
287,0101007,287,1
288,0101007,288,1
289,0101007,289,1
290,0101007,290,1
291,0101007,291,1
292,0101007,292,1
293,0101007,293,1
294,0101007,294,1
295,0101007,295,1
296,0101007,296,1
297,0101007,297,1
298,0101007,298,1
299,0101007,299,1
300,0101007,300,1
301,0101007,301,1
302,0101007,302,1
303,0101007,303,1
304,0101007,304,1
305,0101007,305,1
306,0101007,306,1
307,0101007,307,1
308,0101007,308,1
309,0101007,309,1
310,0101007,310,1
311,0101007,311,1
312,0101007,312,1
313,0101007,313,1
314,0101007,314,1
315,0101007,315,1
316,0101007,316,1
317,0101007,317,1
318,0101007,318,1
319,0101007,319,1
320,0201008,320,1
321,0201008,321,1
322,0201008,322,1
323,0201008,323,1
324,0201008,324,1
325,0201008,325,1
326,0201008,326,1
327,0201008,327,1
328,0201008,328,1
329,0201008,329,1
330,0201008,330,1
331,0201008,331,1
332,0201008,332,1
333,0201008,333,1
334,0201008,334,1
335,0201008,335,1
336,0201008,336,1
337,0201008,337,1
338,0201008,338,1
339,0201008,339,1
340,0201008,340,1
341,0201008,341,1
342,0201008,342,1
343,0201008,343,1
344,0201008,344,1
345,0201008,345,1
346,0201008,346,1
347,0201008,347,1
348,0201008,348,1
349,0201008,349,1
350,0201008,350,1
351,0201008,351,1
352,0201008,352,1
353,0201008,353,1
354,0201008,354,1
355,0201008,355,1
356,0201008,356,1
357,0201008,357,1
358,0201008,358,1
359,0201008,359,1
360,0301009,360,1
361,0301009,361,1
362,0301009,362,1
363,0301009,363,1
364,0301009,364,1
365,0301009,365,1
366,0301009,366,1
367,0301009,367,1
368,0301009,368,1
369,0301009,369,1
370,0301009,370,1
371,0301009,371,1
372,0301009,372,1
373,0301009,373,1
374,0301009,374,1
375,0301009,375,1
376,0301009,376,1
377,0301009,377,1
378,0301009,378,1
379,0301009,379,1
380,0301009,380,1
381,0301009,381,1
382,0301009,382,1
383,0301009,383,1
384,0301009,384,1
385,0301009,385,1
386,0301009,386,1
387,0301009,387,1
388,0301009,388,1
389,0301009,389,1
390,0301009,390,1
391,0301009,391,1
392,0301009,392,1
393,0301009,393,1
394,0301009,394,1
395,0301009,395,1
396,0301009,396,1
397,0301009,397,1
398,0301009,398,1
399,0301009,399,1
400,0401010,400,1
401,0401010,401,1
402,0401010,402,1
403,0401010,403,1
404,0401010,404,1
405,0401010,405,1
406,0401010,406,1
407,0401010,407,1
408,0401010,408,1
409,0401010,409,1
410,0401010,410,1
411,0401010,411,1
412,0401010,412,1
413,0401010,413,1
414,0401010,414,1
415,0401010,415,1
416,0401010,416,1
417,0401010,417,1
418,0401010,418,1
419,0401010,419,1
420,0401010,420,1
421,0401010,421,1
422,0401010,422,1
423,0401010,423,1
424,0401010,424,1
425,0401010,425,1
426,0401010,426,1
427,0401010,427,1
428,0401010,428,1
429,0401010,429,1
430,0401010,430,1
431,0401010,431,1
432,0401010,432,1
433,0401010,433,1
434,0401010,434,1
435,0401010,435,1
436,0401010,436,1
437,0401010,437,1
438,0401010,438,1
439,0401010,439,1
440,0501011,440,1
441,0501011,441,1
442,0501011,442,1
443,0501011,443,1
444,0501011,444,1
445,0501011,445,1
446,0501011,446,1
447,0501011,447,1
448,0501011,448,1
449,0501011,449,1
450,0501011,450,1
451,0501011,451,1
452,0501011,452,1
453,0501011,453,1
454,0501011,454,1
455,0501011,455,1
456,0501011,456,1
457,0501011,457,1
458,0501011,458,1
459,0501011,459,1
460,0501011,460,1
461,0501011,461,1
462,0501011,462,1
463,0501011,463,1
464,0501011,464,1
465,0501011,465,1
466,0501011,466,1
467,0501011,467,1
468,0501011,468,1
469,0501011,469,1
470,0501011,470,1
471,0501011,471,1
472,0501011,472,1
473,0501011,473,1
474,0501011,474,1
475,0501011,475,1
476,0501011,476,1
477,0501011,477,1
478,0501011,478,1
479,0501011,479,1
480,0001012,480,1
481,0001012,481,1
482,0001012,482,1
483,0001012,483,1
484,0001012,484,1
485,0001012,485,1
486,0001012,486,1
487,0001012,487,1
488,0001012,488,1
489,0001012,489,1
490,0001012,490,1
491,0001012,491,1
492,0001012,492,1
493,0001012,493,1
494,0001012,494,1
495,0001012,495,1
496,0001012,496,1
497,0001012,497,1
498,0001012,498,1
499,0001012,499,1
500,0001012,500,1
501,0001012,501,1
502,0001012,502,1
503,0001012,503,1
504,0001012,504,1
505,0001012,505,1
506,0001012,506,1
507,0001012,507,1
508,0001012,508,1
509,0001012,509,1
510,0001012,510,1
511,0001012,511,1
512,0001012,512,1
513,0001012,513,1
514,0001012,514,1
515,0001012,515,1
516,0001012,516,1
517,0001012,517,1
518,0001012,518,1
519,0001012,519,1
520,0101013,520,1
521,0101013,521,1
522,0101013,522,1
523,0101013,523,1
524,0101013,524,1
525,0101013,525,1
526,0101013,526,1
527,0101013,527,1
528,0101013,528,1
529,0101013,529,1
530,0101013,530,1
531,0101013,531,1
532,0101013,532,1
533,0101013,533,1
534,0101013,534,1
535,0101013,535,1
536,0101013,536,1
537,0101013,537,1
538,0101013,538,1
539,0101013,539,1
540,0101013,540,1
541,0101013,541,1
542,0101013,542,1
543,0101013,543,1
544,0101013,544,1
545,0101013,545,1
546,0101013,546,1
547,0101013,547,1
548,0101013,548,1
549,0101013,549,1
550,0101013,550,1
551,0101013,551,1
552,0101013,552,1
553,0101013,553,1
554,0101013,554,1
555,0101013,555,1
556,0101013,556,1
557,0101013,557,1
558,0101013,558,1
559,0101013,559,1
560,0201014,560,1
561,0201014,561,1
562,0201014,562,1
563,0201014,563,1
564,0201014,564,1
565,0201014,565,1
566,0201014,566,1
567,0201014,567,1
568,0201014,568,1
569,0201014,569,1
570,0201014,570,1
571,0201014,571,1
572,0201014,572,1
573,0201014,573,1
574,0201014,574,1
575,0201014,575,1
576,0201014,576,1
577,0201014,577,1
578,0201014,578,1
579,0201014,579,1
580,0201014,580,1
581,0201014,581,1
582,0201014,582,1
583,0201014,583,1
584,0201014,584,1
585,0201014,585,1
586,0201014,586,1
587,0201014,587,1
588,0201014,588,1
589,0201014,589,1
590,0201014,590,1
591,0201014,591,1
592,0201014,592,1
593,0201014,593,1
594,0201014,594,1
595,0201014,595,1
596,0201014,596,1
597,0201014,597,1
598,0201014,598,1
599,0201014,599,1
600,0301015,600,1
601,0301015,601,1
602,0301015,602,1
603,0301015,603,1
604,0301015,604,1
605,0301015,605,1
606,0301015,606,1
607,0301015,607,1
608,0301015,608,1
609,0301015,609,1
610,0301015,610,1
611,0301015,611,1
612,0301015,612,1
613,0301015,613,1
614,0301015,614,1
615,0301015,615,1
616,0301015,616,1
617,0301015,617,1
618,0301015,618,1
619,0301015,619,1
620,0301015,620,1
621,0301015,621,1
622,0301015,622,1
623,0301015,623,1
624,0301015,624,1
625,0301015,625,1
626,0301015,626,1
627,0301015,627,1
628,0301015,628,1
629,0301015,629,1
630,0301015,630,1
631,0301015,631,1
632,0301015,632,1
633,0301015,633,1
634,0301015,634,1
635,0301015,635,1
636,0301015,636,1
637,0301015,637,1
638,0301015,638,1
639,0301015,639,1
640,0401016,640,1
641,0401016,641,1
642,0401016,642,1
643,0401016,643,1
644,0401016,644,1
645,0401016,645,1
646,0401016,646,1
647,0401016,647,1
648,0401016,648,1
649,0401016,649,1
650,0401016,650,1
651,0401016,651,1
652,0401016,652,1
653,0401016,653,1
654,0401016,654,1
655,0401016,655,1
656,0401016,656,1
657,0401016,657,1
658,0401016,658,1
659,0401016,659,1
660,0401016,660,1
661,0401016,661,1
662,0401016,662,1
663,0401016,663,1
664,0401016,664,1
665,0401016,665,1
666,0401016,666,1
667,0401016,667,1
668,0401016,668,1
669,0401016,669,1
670,0401016,670,1
671,0401016,671,1
672,0401016,672,1
673,0401016,673,1
674,0401016,674,1
675,0401016,675,1
676,0401016,676,1
677,0401016,677,1
678,0401016,678,1
679,0401016,679,1
680,0501017,680,1
681,0501017,681,1
682,0501017,682,1
683,0501017,683,1
684,0501017,684,1
685,0501017,685,1
686,0501017,686,1
687,0501017,687,1
688,0501017,688,1
689,0501017,689,1
690,0501017,690,1
691,0501017,691,1
692,0501017,692,1
693,0501017,693,1
694,0501017,694,1
695,0501017,695,1
696,0501017,696,1
697,0501017,697,1
698,0501017,698,1
699,0501017,699,1
700,0501017,700,1
701,0501017,701,1
702,0501017,702,1
703,0501017,703,1
704,0501017,704,1
705,0501017,705,1
706,0501017,706,1
707,0501017,707,1
708,0501017,708,1
709,0501017,709,1
710,0501017,710,1
711,0501017,711,1
712,0501017,712,1
713,0501017,713,1
714,0501017,714,1
715,0501017,715,1
716,0501017,716,1
717,0501017,717,1
718,0501017,718,1
719,0501017,719,1
720,0001018,720,1
721,0001018,721,1
722,0001018,722,1
723,0001018,723,1
724,0001018,724,1
725,0001018,725,1
726,0001018,726,1
727,0001018,727,1
728,0001018,728,1
729,0001018,729,1
730,0001018,730,1
731,0001018,731,1
732,0001018,732,1
733,0001018,733,1
734,0001018,734,1
735,0001018,735,1
736,0001018,736,1
737,0001018,737,1
738,0001018,738,1
739,0001018,739,1
740,0001018,740,1
741,0001018,741,1
742,0001018,742,1
743,0001018,743,1
744,0001018,744,1
745,0001018,745,1
746,0001018,746,1
747,0001018,747,1
748,0001018,748,1
749,0001018,749,1
750,0001018,750,1
751,0001018,751,1
752,0001018,752,1
753,0001018,753,1
754,0001018,754,1
755,0001018,755,1
756,0001018,756,1
757,0001018,757,1
758,0001018,758,1
759,0001018,759,1
760,0101019,760,1
761,0101019,761,1
762,0101019,762,1
763,0101019,763,1
764,0101019,764,1
765,0101019,765,1
766,0101019,766,1
767,0101019,767,1
768,0101019,768,1
769,0101019,769,1
770,0101019,770,1
771,0101019,771,1
772,0101019,772,1
773,0101019,773,1
774,0101019,774,1
775,0101019,775,1
776,0101019,776,1
777,0101019,777,1
778,0101019,778,1
779,0101019,779,1
780,0101019,780,1
781,0101019,781,1
782,0101019,782,1
783,0101019,783,1
784,0101019,784,1
785,0101019,785,1
786,0101019,786,1
787,0101019,787,1
788,0101019,788,1
789,0101019,789,1
790,0101019,790,1
791,0101019,791,1
792,0101019,792,1
793,0101019,793,1
794,0101019,794,1
795,0101019,795,1
796,0101019,796,1
797,0101019,797,1
798,0101019,798,1
799,0101019,799,1
800,0201020,800,1
801,0201020,801,1
802,0201020,802,1
803,0201020,803,1
804,0201020,804,1
805,0201020,805,1
806,0201020,806,1
807,0201020,807,1
808,0201020,808,1
809,0201020,809,1
810,0201020,810,1
811,0201020,811,1
812,0201020,812,1
813,0201020,813,1
814,0201020,814,1
815,0201020,815,1
816,0201020,816,1
817,0201020,817,1
818,0201020,818,1
819,0201020,819,1
820,0201020,820,1
821,0201020,821,1
822,0201020,822,1
823,0201020,823,1
824,0201020,824,1
825,0201020,825,1
826,0201020,826,1
827,0201020,827,1
828,0201020,828,1
829,0201020,829,1
830,0201020,830,1
831,0201020,831,1
832,0201020,832,1
833,0201020,833,1
834,0201020,834,1
835,0201020,835,1
836,0201020,836,1
837,0201020,837,1
838,0201020,838,1
839,0201020,839,1
840,0301021,840,1
841,0301021,841,1
842,0301021,842,1
843,0301021,843,1
844,0301021,844,1
845,0301021,845,1
846,0301021,846,1
847,0301021,847,1
848,0301021,848,1
849,0301021,849,1
850,0301021,850,1
851,0301021,851,1
852,0301021,852,1
853,0301021,853,1
854,0301021,854,1
855,0301021,855,1
856,0301021,856,1
857,0301021,857,1
858,0301021,858,1
859,0301021,859,1
860,0301021,860,1
861,0301021,861,1
862,0301021,862,1
863,0301021,863,1
864,0301021,864,1
865,0301021,865,1
866,0301021,866,1
867,0301021,867,1
868,0301021,868,1
869,0301021,869,1
870,0301021,870,1
871,0301021,871,1
872,0301021,872,1
873,0301021,873,1
874,0301021,874,1
875,0301021,875,1
876,0301021,876,1
877,0301021,877,1
878,0301021,878,1
879,0301021,879,1
880,0401022,880,1
881,0401022,881,1
882,0401022,882,1
883,0401022,883,1
884,0401022,884,1
885,0401022,885,1
886,0401022,886,1
887,0401022,887,1
888,0401022,888,1
889,0401022,889,1
890,0401022,890,1
891,0401022,891,1
892,0401022,892,1
893,0401022,893,1
894,0401022,894,1
895,0401022,895,1
896,0401022,896,1
897,0401022,897,1
898,0401022,898,1
899,0401022,899,1
900,0401022,900,1
901,0401022,901,1
902,0401022,902,1
903,0401022,903,1
904,0401022,904,1
905,0401022,905,1
906,0401022,906,1
907,0401022,907,1
908,0401022,908,1
909,0401022,909,1
910,0401022,910,1
911,0401022,911,1
912,0401022,912,1
913,0401022,913,1
914,0401022,914,1
915,0401022,915,1
916,0401022,916,1
917,0401022,917,1
918,0401022,918,1
919,0401022,919,1
920,0501023,920,1
921,0501023,921,1
922,0501023,922,1
923,0501023,923,1
924,0501023,924,1
925,0501023,925,1
926,0501023,926,1
927,0501023,927,1
928,0501023,928,1
929,0501023,929,1
930,0501023,930,1
931,0501023,931,1
932,0501023,932,1
933,0501023,933,1
934,0501023,934,1
935,0501023,935,1
936,0501023,936,1
937,0501023,937,1
938,0501023,938,1
939,0501023,939,1
940,0501023,940,1
941,0501023,941,1
942,0501023,942,1
943,0501023,943,1
944,0501023,944,1
945,0501023,945,1
946,0501023,946,1
947,0501023,947,1
948,0501023,948,1
949,0501023,949,1
950,0501023,950,1
951,0501023,951,1
952,0501023,952,1
953,0501023,953,1
954,0501023,954,1
955,0501023,955,1
956,0501023,956,1
957,0501023,957,1
958,0501023,958,1
959,0501023,959,1
960,0001024,960,1
961,0001024,961,1
962,0001024,962,1
963,0001024,963,1
964,0001024,964,1
965,0001024,965,1
966,0001024,966,1
967,0001024,967,1
968,0001024,968,1
969,0001024,969,1
970,0001024,970,1
971,0001024,971,1
972,0001024,972,1
973,0001024,973,1
974,0001024,974,1
975,0001024,975,1
976,0001024,976,1
977,0001024,977,1
978,0001024,978,1
979,0001024,979,1
980,0001024,980,1
981,0001024,981,1
982,0001024,982,1
983,0001024,983,1
984,0001024,984,1
985,0001024,985,1
986,0001024,986,1
987,0001024,987,1
988,0001024,988,1
989,0001024,989,1
990,0001024,990,1
991,0001024,991,1
992,0001024,992,1
993,0001024,993,1
994,0001024,994,1
995,0001024,995,1
996,0001024,996,1
997,0001024,997,1
998,0001024,998,1
999,0001024,999,1
1000,0101025,1000,1
1001,0101025,1001,1
1002,0101025,1002,1
1003,0101025,1003,1
1004,0101025,1004,1
1005,0101025,1005,1
1006,0101025,1006,1
1007,0101025,1007,1
1008,0101025,1008,1
1009,0101025,1009,1
1010,0101025,1010,1
1011,0101025,1011,1
1012,0101025,1012,1
1013,0101025,1013,1
1014,0101025,1014,1
1015,0101025,1015,1
1016,0101025,1016,1
1017,0101025,1017,1
1018,0101025,1018,1
1019,0101025,1019,1
1020,0101025,1020,1
1021,0101025,1021,1
1022,0101025,1022,1
1023,0101025,1023,1
1024,0101025,1024,1
1025,0101025,1025,1
1026,0101025,1026,1
1027,0101025,1027,1
1028,0101025,1028,1
1029,0101025,1029,1
1030,0101025,1030,1
1031,0101025,1031,1
1032,0101025,1032,1
1033,0101025,1033,1
1034,0101025,1034,1
1035,0101025,1035,1
1036,0101025,1036,1
1037,0101025,1037,1
1038,0101025,1038,1
1039,0101025,1039,1
1040,0201026,1040,1
1041,0201026,1041,1
1042,0201026,1042,1
1043,0201026,1043,1
1044,0201026,1044,1
1045,0201026,1045,1
1046,0201026,1046,1
1047,0201026,1047,1
1048,0201026,1048,1
1049,0201026,1049,1
1050,0201026,1050,1
1051,0201026,1051,1
1052,0201026,1052,1
1053,0201026,1053,1
1054,0201026,1054,1
1055,0201026,1055,1
1056,0201026,1056,1
1057,0201026,1057,1
1058,0201026,1058,1
1059,0201026,1059,1
1060,0201026,1060,1
1061,0201026,1061,1
1062,0201026,1062,1
1063,0201026,1063,1
1064,0201026,1064,1
1065,0201026,1065,1
1066,0201026,1066,1
1067,0201026,1067,1
1068,0201026,1068,1
1069,0201026,1069,1
1070,0201026,1070,1
1071,0201026,1071,1
1072,0201026,1072,1
1073,0201026,1073,1
1074,0201026,1074,1
1075,0201026,1075,1
1076,0201026,1076,1
1077,0201026,1077,1
1078,0201026,1078,1
1079,0201026,1079,1
1080,0301027,1080,1
1081,0301027,1081,1
1082,0301027,1082,1
1083,0301027,1083,1
1084,0301027,1084,1
1085,0301027,1085,1
1086,0301027,1086,1
1087,0301027,1087,1
1088,0301027,1088,1
1089,0301027,1089,1
1090,0301027,1090,1
1091,0301027,1091,1
1092,0301027,1092,1
1093,0301027,1093,1
1094,0301027,1094,1
1095,0301027,1095,1
1096,0301027,1096,1
1097,0301027,1097,1
1098,0301027,1098,1
1099,0301027,1099,1
1100,0301027,1100,1
1101,0301027,1101,1
1102,0301027,1102,1
1103,0301027,1103,1
1104,0301027,1104,1
1105,0301027,1105,1
1106,0301027,1106,1
1107,0301027,1107,1
1108,0301027,1108,1
1109,0301027,1109,1
1110,0301027,1110,1
1111,0301027,1111,1
1112,0301027,1112,1
1113,0301027,1113,1
1114,0301027,1114,1
1115,0301027,1115,1
1116,0301027,1116,1
1117,0301027,1117,1
1118,0301027,1118,1
1119,0301027,1119,1
1120,0401028,1120,1
1121,0401028,1121,1
1122,0401028,1122,1
1123,0401028,1123,1
1124,0401028,1124,1
1125,0401028,1125,1
1126,0401028,1126,1
1127,0401028,1127,1
1128,0401028,1128,1
1129,0401028,1129,1
1130,0401028,1130,1
1131,0401028,1131,1
1132,0401028,1132,1
1133,0401028,1133,1
1134,0401028,1134,1
1135,0401028,1135,1
1136,0401028,1136,1
1137,0401028,1137,1
1138,0401028,1138,1
1139,0401028,1139,1
1140,0401028,1140,1
1141,0401028,1141,1
1142,0401028,1142,1
1143,0401028,1143,1
1144,0401028,1144,1
1145,0401028,1145,1
1146,0401028,1146,1
1147,0401028,1147,1
1148,0401028,1148,1
1149,0401028,1149,1
1150,0401028,1150,1
1151,0401028,1151,1
1152,0401028,1152,1
1153,0401028,1153,1
1154,0401028,1154,1
1155,0401028,1155,1
1156,0401028,1156,1
1157,0401028,1157,1
1158,0401028,1158,1
1159,0401028,1159,1
1160,0501029,1160,1
1161,0501029,1161,1
1162,0501029,1162,1
1163,0501029,1163,1
1164,0501029,1164,1
1165,0501029,1165,1
1166,0501029,1166,1
1167,0501029,1167,1
1168,0501029,1168,1
1169,0501029,1169,1
1170,0501029,1170,1
1171,0501029,1171,1
1172,0501029,1172,1
1173,0501029,1173,1
1174,0501029,1174,1
1175,0501029,1175,1
1176,0501029,1176,1
1177,0501029,1177,1
1178,0501029,1178,1
1179,0501029,1179,1
1180,0501029,1180,1
1181,0501029,1181,1
1182,0501029,1182,1
1183,0501029,1183,1
1184,0501029,1184,1
1185,0501029,1185,1
1186,0501029,1186,1
1187,0501029,1187,1
1188,0501029,1188,1
1189,0501029,1189,1
1190,0501029,1190,1
1191,0501029,1191,1
1192,0501029,1192,1
1193,0501029,1193,1
1194,0501029,1194,1
1195,0501029,1195,1
1196,0501029,1196,1
1197,0501029,1197,1
1198,0501029,1198,1
1199,0501029,1199,1
1200,0001030,1200,1
1201,0001030,1201,1
1202,0001030,1202,1
1203,0001030,1203,1
1204,0001030,1204,1
1205,0001030,1205,1
1206,0001030,1206,1
1207,0001030,1207,1
1208,0001030,1208,1
1209,0001030,1209,1
1210,0001030,1210,1
1211,0001030,1211,1
1212,0001030,1212,1
1213,0001030,1213,1
1214,0001030,1214,1
1215,0001030,1215,1
1216,0001030,1216,1
1217,0001030,1217,1
1218,0001030,1218,1
1219,0001030,1219,1
1220,0001030,1220,1
1221,0001030,1221,1
1222,0001030,1222,1
1223,0001030,1223,1
1224,0001030,1224,1
1225,0001030,1225,1
1226,0001030,1226,1
1227,0001030,1227,1
1228,0001030,1228,1
1229,0001030,1229,1
1230,0001030,1230,1
1231,0001030,1231,1
1232,0001030,1232,1
1233,0001030,1233,1
1234,0001030,1234,1
1235,0001030,1235,1
1236,0001030,1236,1
1237,0001030,1237,1
1238,0001030,1238,1
1239,0001030,1239,1
1240,0101031,1240,1
1241,0101031,1241,1
1242,0101031,1242,1
1243,0101031,1243,1
1244,0101031,1244,1
1245,0101031,1245,1
1246,0101031,1246,1
1247,0101031,1247,1
1248,0101031,1248,1
1249,0101031,1249,1
1250,0101031,1250,1
1251,0101031,1251,1
1252,0101031,1252,1
1253,0101031,1253,1
1254,0101031,1254,1
1255,0101031,1255,1
1256,0101031,1256,1
1257,0101031,1257,1
1258,0101031,1258,1
1259,0101031,1259,1
1260,0101031,1260,1
1261,0101031,1261,1
1262,0101031,1262,1
1263,0101031,1263,1
1264,0101031,1264,1
1265,0101031,1265,1
1266,0101031,1266,1
1267,0101031,1267,1
1268,0101031,1268,1
1269,0101031,1269,1
1270,0101031,1270,1
1271,0101031,1271,1
1272,0101031,1272,1
1273,0101031,1273,1
1274,0101031,1274,1
1275,0101031,1275,1
1276,0101031,1276,1
1277,0101031,1277,1
1278,0101031,1278,1
1279,0101031,1279,1
1280,0201032,1280,1
1281,0201032,1281,1
1282,0201032,1282,1
1283,0201032,1283,1
1284,0201032,1284,1
1285,0201032,1285,1
1286,0201032,1286,1
1287,0201032,1287,1
1288,0201032,1288,1
1289,0201032,1289,1
1290,0201032,1290,1
1291,0201032,1291,1
1292,0201032,1292,1
1293,0201032,1293,1
1294,0201032,1294,1
1295,0201032,1295,1
1296,0201032,1296,1
1297,0201032,1297,1
1298,0201032,1298,1
1299,0201032,1299,1
1300,0201032,1300,1
1301,0201032,1301,1
1302,0201032,1302,1
1303,0201032,1303,1
1304,0201032,1304,1
1305,0201032,1305,1
1306,0201032,1306,1
1307,0201032,1307,1
1308,0201032,1308,1
1309,0201032,1309,1
1310,0201032,1310,1
1311,0201032,1311,1
1312,0201032,1312,1
1313,0201032,1313,1
1314,0201032,1314,1
1315,0201032,1315,1
1316,0201032,1316,1
1317,0201032,1317,1
1318,0201032,1318,1
1319,0201032,1319,1
1320,0301033,1320,1
1321,0301033,1321,1
1322,0301033,1322,1
1323,0301033,1323,1
1324,0301033,1324,1
1325,0301033,1325,1
1326,0301033,1326,1
1327,0301033,1327,1
1328,0301033,1328,1
1329,0301033,1329,1
1330,0301033,1330,1
