id,issn,title,author,version,publish_date,link
55,02571559,xxx 在 zzz 时促进了 yyy,丁如风,17,1994-07-07,www.xxxxx.com
56,72440573,xxxxx 浅析,丁如风,18,1993-04-01,www.xxxxx.com
57,72440573,论 xxxxx 在 xxxxx 中的应用,丁如风,3,2019-08-26,www.xxxxx.com
58,96546119,论 xxxxx 在 xxxxx 中的应用,丁如风,10,2022-05-13,www.xxxxx.com
59,58167862,xxx 在 zzz 时促进了 yyy,丁如风,5,2023-11-27,www.xxxxx.com
60,69826728,xxxxx 小议,丁如风,17,1990-04-09,www.xxxxx.com
61,69826728,xxxxx 浅析,丁如风,1,1999-12-27,www.xxxxx.com
62,96546119,xxxx 对 yyy 有重大影响,丁如风,17,2021-07-03,www.xxxxx.com
63,10603819,xxxxx 浅析,丁如风,24,2006-11-26,www.xxxxx.com
64,72440573,xxxxx 浅析,丁如风,11,2000-12-02,www.xxxxx.com
65,58167862,论 xxxx,丁如风,9,2004-08-14,www.xxxxx.com
66,10603819,xxxxx 浅析,丁如风,17,1990-05-02,www.xxxxx.com
67,02571559,xxx 在 zzz 时促进了 yyy,丁如风,2,1997-04-12,www.xxxxx.com
68,72440573,xxx has facilitated yyy,丁如风,5,2011-12-11,www.xxxxx.com
69,10603819,xxx improves yyy,丁如风,13,2005-09-14,www.xxxxx.com
70,02571559,xxxxx 浅析,丁如风,9,1996-09-02,www.xxxxx.com
71,69826728,xxx 在 zzz 时促进了 yyy,丁如风,4,1994-11-06,www.xxxxx.com
72,72440573,xxx 在 zzz 时促进了 yyy,丁如风,22,1995-12-26,www.xxxxx.com
73,10603819,xxx has facilitated yyy,丁如风,8,1995-09-23,www.xxxxx.com
74,96546119,xxx 在 zzz 时促进了 yyy,丁如风,1,1993-11-10,www.xxxxx.com
75,69826728,xxx has facilitated yyy,丁如风,15,2020-09-27,www.xxxxx.com
76,10603819,xxx 在 zzz 时促进了 yyy,丁如风,12,1992-04-14,www.xxxxx.com
77,02571559,论 xxxx,丁如风,22,1993-11-09,www.xxxxx.com
78,02571559,xxx improves yyy,丁如风,9,2010-02-19,www.xxxxx.com
79,69826728,xxx has facilitated yyy,丁如风,16,2005-08-08,www.xxxxx.com
80,69826728,xxx has facilitated yyy,朱慧艳,2,2017-12-22,www.xxxxx.com
81,10603819,xxxxx 浅析,朱慧艳,3,2008-10-26,www.xxxxx.com
82,69826728,论 xxxxx 在 xxxxx 中的应用,朱慧艳,17,2011-09-03,www.xxxxx.com
83,58167862,xxxxx 小议,朱慧艳,7,1996-12-20,www.xxxxx.com
84,72440573,xxx has facilitated yyy,朱慧艳,5,1992-11-05,www.xxxxx.com
85,58167862,xxxxx 浅析,朱慧艳,4,2011-04-13,www.xxxxx.com
86,58167862,xxxxx 小议,朱慧艳,21,2001-11-15,www.xxxxx.com
87,58167862,论 xxxxx 在 xxxxx 中的应用,朱慧艳,10,1998-10-09,www.xxxxx.com
88,72440573,xxxx 对 yyy 有重大影响,朱慧艳,24,2000-09-24,www.xxxxx.com
89,58167862,xxx has facilitated yyy,朱慧艳,1,2011-10-17,www.xxxxx.com
90,72440573,论 xxxx,朱慧艳,10,1997-03-15,www.xxxxx.com
91,72440573,xxxxx 小议,朱慧艳,7,2013-05-09,www.xxxxx.com
92,10603819,xxxxx 浅析,朱慧艳,10,2020-07-11,www.xxxxx.com
93,58167862,xxxxx 刍议,朱慧艳,6,2023-05-07,www.xxxxx.com
94,72440573,xxx improves yyy,朱慧艳,22,2005-02-05,www.xxxxx.com
95,69826728,论 xxxx,朱慧艳,3,1993-10-16,www.xxxxx.com
96,58167862,xxxx 对 yyy 有重大影响,朱慧艳,17,2007-08-08,www.xxxxx.com
97,96546119,xxxxx 小议,朱慧艳,23,2004-07-05,www.xxxxx.com
98,72440573,xxx has facilitated yyy,朱慧艳,23,1993-12-27,www.xxxxx.com
99,69826728,xxx improves yyy,朱慧艳,4,2016-09-25,www.xxxxx.com
100,72440573,xxxxx 浅析,朱慧艳,13,2014-11-09,www.xxxxx.com
101,72440573,xxxxx 刍议,朱慧艳,13,2008-02-23,www.xxxxx.com
102,58167862,xxxxx 小议,朱慧艳,12,2009-10-04,www.xxxxx.com
103,72440573,xxx 在 zzz 时促进了 yyy,朱慧艳,16,2021-05-16,www.xxxxx.com
104,72440573,xxxxx 小议,朱慧艳,14,2002-05-23,www.xxxxx.com
105,58167862,xxx improves yyy,朱慧艳,14,2007-02-16,www.xxxxx.com
106,72440573,xxx 在 zzz 时促进了 yyy,朱慧艳,1,2011-05-13,www.xxxxx.com
107,58167862,xxx has facilitated yyy,朱慧艳,10,2011-11-06,www.xxxxx.com
108,10603819,xxx improves yyy,朱慧艳,3,2003-09-18,www.xxxxx.com
109,58167862,论 xxxx,朱慧艳,20,1996-09-07,www.xxxxx.com
110,58167862,xxx has facilitated yyy,朱慧艳,19,2018-04-20,www.xxxxx.com
111,96546119,xxxxx 小议,朱慧艳,22,1997-02-16,www.xxxxx.com
112,72440573,xxxxx 刍议,朱慧艳,11,2015-12-19,www.xxxxx.com
113,69826728,xxx has facilitated yyy,朱慧艳,9,2013-09-15,www.xxxxx.com
114,69826728,论 xxxx,朱慧艳,7,2017-12-14,www.xxxxx.com
115,69826728,xxx has facilitated yyy,朱慧艳,11,1997-07-26,www.xxxxx.com
116,10603819,xxx has facilitated yyy,朱慧艳,16,1991-06-23,www.xxxxx.com
117,69826728,xxxxx 刍议,朱慧艳,2,2004-06-12,www.xxxxx.com
118,96546119,xxxxx 小议,朱慧艳,24,1999-06-17,www.xxxxx.com
119,72440573,xxxxx 小议,朱慧艳,23,1990-12-20,www.xxxxx.com
120,10603819,xxxxx 小议,石友儿,16,2003-04-28,www.xxxxx.com
121,58167862,xxx improves yyy,石友儿,17,1996-10-22,www.xxxxx.com
122,72440573,xxxxx 浅析,石友儿,16,2005-03-10,www.xxxxx.com
123,10603819,xxx 在 zzz 时促进了 yyy,石友儿,14,2011-11-17,www.xxxxx.com
124,10603819,xxxxx 浅析,石友儿,7,2002-05-13,www.xxxxx.com
125,69826728,xxx has facilitated yyy,石友儿,10,2001-01-27,www.xxxxx.com
126,02571559,xxx 在 zzz 时促进了 yyy,石友儿,20,2005-10-25,www.xxxxx.com
127,58167862,论 xxxx,石友儿,6,1995-12-28,www.xxxxx.com
128,58167862,xxx has facilitated yyy,石友儿,6,1998-08-07,www.xxxxx.com
129,69826728,xxx 在 zzz 时促进了 yyy,石友儿,19,1996-08-06,www.xxxxx.com
130,96546119,xxx 在 zzz 时促进了 yyy,石友儿,24,1997-09-20,www.xxxxx.com
131,58167862,xxxxx 小议,石友儿,10,2000-01-06,www.xxxxx.com
132,72440573,论 xxxx,石友儿,18,2023-11-19,www.xxxxx.com
133,69826728,xxx improves yyy,石友儿,6,2017-04-20,www.xxxxx.com
134,72440573,xxx 在 zzz 时促进了 yyy,石友儿,11,2005-08-13,www.xxxxx.com
135,69826728,xxxx 对 yyy 有重大影响,石友儿,14,1999-02-10,www.xxxxx.com
136,69826728,论 xxxxx 在 xxxxx 中的应用,石友儿,24,2015-09-14,www.xxxxx.com
137,02571559,论 xxxx,石友儿,20,2018-10-13,www.xxxxx.com
138,10603819,xxxxx 小议,石友儿,6,2008-06-10,www.xxxxx.com
139,02571559,xxx has facilitated yyy,石友儿,9,2002-05-27,www.xxxxx.com
140,10603819,论 xxxxx 在 xxxxx 中的应用,石友儿,17,2007-12-05,www.xxxxx.com
141,58167862,论 xxxx,石友儿,9,2023-10-15,www.xxxxx.com
142,02571559,xxxxx 刍议,石友儿,2,2023-05-12,www.xxxxx.com
143,10603819,xxxxx 小议,石友儿,3,2018-02-05,www.xxxxx.com
144,02571559,论 xxxx,石友儿,11,2010-07-13,www.xxxxx.com
145,58167862,论 xxxxx 在 xxxxx 中的应用,石友儿,3,2007-03-10,www.xxxxx.com
146,58167862,xxx improves yyy,石友儿,20,1992-03-06,www.xxxxx.com
147,96546119,xxxxx 小议,石友儿,6,1991-02-26,www.xxxxx.com
148,69826728,xxxxx 小议,石友儿,4,2019-01-27,www.xxxxx.com
149,02571559,xxxxx 浅析,石友儿,16,2022-06-28,www.xxxxx.com
150,96546119,xxxxx 刍议,石友儿,1,2002-10-23,www.xxxxx.com
151,02571559,xxx has facilitated yyy,石友儿,11,2012-11-09,www.xxxxx.com
152,96546119,xxxx 对 yyy 有重大影响,石友儿,12,1992-12-09,www.xxxxx.com
153,96546119,论 xxxx,石友儿,24,1998-06-11,www.xxxxx.com
154,10603819,xxx has facilitated yyy,石友儿,10,1990-05-20,www.xxxxx.com
155,69826728,论 xxxxx 在 xxxxx 中的应用,石友儿,15,2013-01-05,www.xxxxx.com
156,72440573,xxxxx 小议,石友儿,22,2019-05-06,www.xxxxx.com
157,58167862,xxx improves yyy,石友儿,16,2004-06-04,www.xxxxx.com
158,10603819,xxxx 对 yyy 有重大影响,石友儿,21,2010-11-16,www.xxxxx.com
159,96546119,xxxx 对 yyy 有重大影响,石友儿,6,1994-08-27,www.xxxxx.com
160,58167862,论 xxxx,蒋柳思,4,1991-06-09,www.xxxxx.com
161,72440573,xxxxx 小议,蒋柳思,2,2018-08-10,www.xxxxx.com
162,10603819,xxxx 对 yyy 有重大影响,蒋柳思,12,2016-08-01,www.xxxxx.com
163,02571559,xxx has facilitated yyy,蒋柳思,24,2011-03-15,www.xxxxx.com
164,58167862,论 xxxx,蒋柳思,20,1994-09-16,www.xxxxx.com
165,72440573,论 xxxx,蒋柳思,13,2019-09-18,www.xxxxx.com
166,02571559,xxx has facilitated yyy,蒋柳思,9,1995-01-20,www.xxxxx.com
167,02571559,xxx 在 zzz 时促进了 yyy,蒋柳思,19,2022-06-22,www.xxxxx.com
168,10603819,xxx has facilitated yyy,蒋柳思,17,1996-04-13,www.xxxxx.com
169,69826728,xxxx 对 yyy 有重大影响,蒋柳思,21,1999-05-18,www.xxxxx.com
170,72440573,xxx 在 zzz 时促进了 yyy,蒋柳思,17,1991-06-16,www.xxxxx.com
171,10603819,xxx improves yyy,蒋柳思,7,2003-07-25,www.xxxxx.com
172,02571559,xxx 在 zzz 时促进了 yyy,蒋柳思,23,2007-07-11,www.xxxxx.com
173,58167862,论 xxxx,蒋柳思,12,1991-12-10,www.xxxxx.com
174,58167862,xxxxx 刍议,蒋柳思,19,2011-12-02,www.xxxxx.com
175,72440573,xxxxx 小议,蒋柳思,4,1991-04-11,www.xxxxx.com
176,72440573,xxx improves yyy,蒋柳思,3,2011-12-02,www.xxxxx.com
177,69826728,xxxx 对 yyy 有重大影响,蒋柳思,13,2004-08-17,www.xxxxx.com
178,72440573,xxx has facilitated yyy,蒋柳思,10,2014-08-02,www.xxxxx.com
179,58167862,论 xxxxx 在 xxxxx 中的应用,蒋柳思,17,2006-09-24,www.xxxxx.com
180,02571559,xxx has facilitated yyy,蒋柳思,19,2000-12-17,www.xxxxx.com
181,02571559,xxx has facilitated yyy,蒋柳思,2,1996-09-18,www.xxxxx.com
182,10603819,xxx has facilitated yyy,蒋柳思,17,2006-03-11,www.xxxxx.com
183,69826728,论 xxxx,蒋柳思,9,2000-09-13,www.xxxxx.com
184,10603819,xxx has facilitated yyy,蒋柳思,3,2011-09-10,www.xxxxx.com
185,58167862,xxx has facilitated yyy,蒋柳思,20,1994-02-22,www.xxxxx.com
186,10603819,xxxxx 刍议,蒋柳思,13,1991-09-01,www.xxxxx.com
187,02571559,xxxxx 刍议,蒋柳思,23,2001-10-01,www.xxxxx.com
188,96546119,xxxxx 小议,蒋柳思,4,1996-04-15,www.xxxxx.com
189,96546119,xxx improves yyy,蒋柳思,13,1990-06-03,www.xxxxx.com
190,69826728,论 xxxx,蒋柳思,11,2015-11-25,www.xxxxx.com
191,58167862,xxxx 对 yyy 有重大影响,蒋柳思,9,1997-11-06,www.xxxxx.com
192,96546119,xxxxx 刍议,蒋柳思,14,1998-08-16,www.xxxxx.com
193,02571559,论 xxxx,蒋柳思,8,2009-02-14,www.xxxxx.com
194,10603819,xxxxx 刍议,蒋柳思,11,2008-10-28,www.xxxxx.com
195,96546119,xxxxx 刍议,蒋柳思,19,2019-07-09,www.xxxxx.com
196,02571559,xxx improves yyy,蒋柳思,7,2008-08-23,www.xxxxx.com
197,96546119,xxx improves yyy,蒋柳思,20,2014-05-06,www.xxxxx.com
198,58167862,xxxxx 刍议,蒋柳思,12,2008-06-07,www.xxxxx.com
199,96546119,xxx 在 zzz 时促进了 yyy,蒋柳思,8,1991-10-14,www.xxxxx.com
200,58167862,xxxxx 浅析,何玄清,7,1993-05-26,www.xxxxx.com
201,69826728,论 xxxxx 在 xxxxx 中的应用,何玄清,3,2022-04-13,www.xxxxx.com
202,72440573,xxx improves yyy,何玄清,17,1995-01-15,www.xxxxx.com
203,72440573,xxx improves yyy,何玄清,20,2006-06-13,www.xxxxx.com
204,69826728,xxx 在 zzz 时促进了 yyy,何玄清,22,2010-01-17,www.xxxxx.com
205,02571559,论 xxxx,何玄清,1,2009-11-18,www.xxxxx.com
206,10603819,xxx 在 zzz 时促进了 yyy,何玄清,13,2018-01-14,www.xxxxx.com
207,69826728,论 xxxx,何玄清,8,2022-02-20,www.xxxxx.com
208,58167862,xxxxx 刍议,何玄清,22,2019-12-23,www.xxxxx.com
209,96546119,论 xxxx,何玄清,5,1998-08-11,www.xxxxx.com
210,02571559,xxxx 对 yyy 有重大影响,何玄清,24,2009-08-04,www.xxxxx.com
211,72440573,xxx 在 zzz 时促进了 yyy,何玄清,18,2014-05-28,www.xxxxx.com
212,72440573,xxxxx 浅析,何玄清,11,1991-06-06,www.xxxxx.com
213,10603819,论 xxxxx 在 xxxxx 中的应用,何玄清,14,1995-03-27,www.xxxxx.com
214,69826728,xxxxx 浅析,何玄清,5,2010-04-06,www.xxxxx.com
215,58167862,论 xxxx,何玄清,24,2015-04-04,www.xxxxx.com
216,10603819,xxxxx 浅析,何玄清,12,1991-08-19,www.xxxxx.com
217,10603819,论 xxxx,何玄清,12,2020-08-28,www.xxxxx.com
218,02571559,xxxxx 小议,何玄清,16,1997-10-19,www.xxxxx.com
219,10603819,xxxx 对 yyy 有重大影响,何玄清,12,1998-04-19,www.xxxxx.com
220,96546119,xxx has facilitated yyy,何玄清,19,2000-10-16,www.xxxxx.com
221,96546119,xxxx 对 yyy 有重大影响,何玄清,15,1997-01-19,www.xxxxx.com
222,10603819,论 xxxxx 在 xxxxx 中的应用,何玄清,8,2023-10-05,www.xxxxx.com
223,69826728,xxx 在 zzz 时促进了 yyy,何玄清,23,2016-08-27,www.xxxxx.com
224,02571559,xxx improves yyy,何玄清,9,2009-02-28,www.xxxxx.com
225,02571559,论 xxxxx 在 xxxxx 中的应用,何玄清,10,2013-04-28,www.xxxxx.com
226,72440573,xxx has facilitated yyy,何玄清,15,1996-09-21,www.xxxxx.com
227,10603819,xxx 在 zzz 时促进了 yyy,何玄清,6,2010-07-13,www.xxxxx.com
228,72440573,xxxxx 浅析,何玄清,16,1994-04-13,www.xxxxx.com
229,69826728,xxxx 对 yyy 有重大影响,何玄清,10,2019-11-19,www.xxxxx.com
230,58167862,xxx has facilitated yyy,何玄清,5,2016-12-17,www.xxxxx.com
231,69826728,xxxxx 小议,何玄清,20,2017-10-21,www.xxxxx.com
232,69826728,xxx 在 zzz 时促进了 yyy,何玄清,4,1992-09-06,www.xxxxx.com
233,58167862,论 xxxxx 在 xxxxx 中的应用,何玄清,4,2004-07-06,www.xxxxx.com
234,10603819,xxx improves yyy,何玄清,17,1997-01-23,www.xxxxx.com
235,58167862,xxx has facilitated yyy,何玄清,3,1990-12-01,www.xxxxx.com
236,72440573,xxx 在 zzz 时促进了 yyy,何玄清,5,2013-11-03,www.xxxxx.com
237,69826728,xxx 在 zzz 时促进了 yyy,何玄清,14,2017-02-09,www.xxxxx.com
238,69826728,论 xxxx,何玄清,20,2014-02-23,www.xxxxx.com
239,96546119,xxxxx 刍议,何玄清,4,1990-01-12,www.xxxxx.com
240,02571559,论 xxxx,常寒凝,7,2018-06-02,www.xxxxx.com
241,10603819,xxxxx 刍议,常寒凝,5,1992-04-04,www.xxxxx.com
242,02571559,xxx has facilitated yyy,常寒凝,1,2013-04-16,www.xxxxx.com
243,69826728,论 xxxxx 在 xxxxx 中的应用,常寒凝,6,2000-03-21,www.xxxxx.com
244,72440573,xxxxx 小议,常寒凝,6,1990-09-09,www.xxxxx.com
245,10603819,xxx has facilitated yyy,常寒凝,2,2019-08-08,www.xxxxx.com
246,69826728,xxx improves yyy,常寒凝,3,2019-10-25,www.xxxxx.com
247,02571559,xxxxx 浅析,常寒凝,17,2022-07-03,www.xxxxx.com
248,10603819,xxxx 对 yyy 有重大影响,常寒凝,17,1998-12-05,www.xxxxx.com
249,10603819,xxx improves yyy,常寒凝,13,2010-04-27,www.xxxxx.com
250,10603819,xxxxx 小议,常寒凝,21,2002-04-15,www.xxxxx.com
251,10603819,xxx has facilitated yyy,常寒凝,10,1995-08-11,www.xxxxx.com
252,96546119,xxx 在 zzz 时促进了 yyy,常寒凝,20,1992-10-13,www.xxxxx.com
253,72440573,xxxxx 浅析,常寒凝,21,2004-06-03,www.xxxxx.com
254,10603819,论 xxxxx 在 xxxxx 中的应用,常寒凝,21,2011-11-28,www.xxxxx.com
255,58167862,xxxxx 小议,常寒凝,15,1992-06-01,www.xxxxx.com
256,96546119,xxx has facilitated yyy,常寒凝,10,1994-12-25,www.xxxxx.com
257,10603819,xxxxx 浅析,常寒凝,17,2023-06-28,www.xxxxx.com
258,69826728,xxx 在 zzz 时促进了 yyy,常寒凝,18,2003-09-23,www.xxxxx.com
259,02571559,xxx improves yyy,常寒凝,18,2009-02-13,www.xxxxx.com
260,72440573,xxxxx 浅析,常寒凝,3,2007-01-28,www.xxxxx.com
261,96546119,xxx improves yyy,常寒凝,24,2021-06-11,www.xxxxx.com
262,72440573,xxx 在 zzz 时促进了 yyy,常寒凝,22,2003-02-01,www.xxxxx.com
263,72440573,论 xxxxx 在 xxxxx 中的应用,常寒凝,8,2021-05-24,www.xxxxx.com
264,72440573,xxxxx 小议,常寒凝,10,2014-03-10,www.xxxxx.com
265,02571559,论 xxxx,常寒凝,13,2018-01-06,www.xxxxx.com
266,72440573,xxxxx 小议,常寒凝,4,2015-07-27,www.xxxxx.com
267,02571559,xxxxx 浅析,常寒凝,13,2013-04-11,www.xxxxx.com
268,96546119,论 xxxxx 在 xxxxx 中的应用,常寒凝,11,2015-04-02,www.xxxxx.com
269,96546119,xxx 在 zzz 时促进了 yyy,常寒凝,20,2022-04-19,www.xxxxx.com
270,02571559,xxx improves yyy,常寒凝,5,2013-07-09,www.xxxxx.com
271,72440573,xxx has facilitated yyy,常寒凝,24,1993-03-09,www.xxxxx.com
272,72440573,xxxxx 浅析,常寒凝,5,2022-10-10,www.xxxxx.com
273,69826728,论 xxxxx 在 xxxxx 中的应用,常寒凝,10,2013-02-12,www.xxxxx.com
274,69826728,xxx improves yyy,常寒凝,9,2020-03-16,www.xxxxx.com
275,58167862,xxx 在 zzz 时促进了 yyy,常寒凝,2,2005-05-26,www.xxxxx.com
276,10603819,xxxxx 小议,常寒凝,8,2011-09-16,www.xxxxx.com
277,69826728,论 xxxx,常寒凝,10,2012-08-06,www.xxxxx.com
278,02571559,论 xxxx,常寒凝,4,2007-05-18,www.xxxxx.com
279,58167862,xxx has facilitated yyy,常寒凝,10,2017-12-09,www.xxxxx.com
280,10603819,xxxxx 小议,卢蝶梦,15,1992-01-19,www.xxxxx.com
281,58167862,论 xxxx,卢蝶梦,1,2006-05-13,www.xxxxx.com
282,10603819,论 xxxx,卢蝶梦,4,1993-02-08,www.xxxxx.com
283,69826728,xxxxx 刍议,卢蝶梦,3,2002-02-05,www.xxxxx.com
284,72440573,xxxxx 浅析,卢蝶梦,9,1991-04-18,www.xxxxx.com
285,58167862,xxxx 对 yyy 有重大影响,卢蝶梦,22,2005-12-02,www.xxxxx.com
286,58167862,论 xxxxx 在 xxxxx 中的应用,卢蝶梦,5,2010-08-22,www.xxxxx.com
287,96546119,xxxx 对 yyy 有重大影响,卢蝶梦,4,1995-11-09,www.xxxxx.com
288,58167862,xxxx 对 yyy 有重大影响,卢蝶梦,10,2018-10-03,www.xxxxx.com
289,96546119,xxxxx 小议,卢蝶梦,22,1997-05-16,www.xxxxx.com
290,58167862,论 xxxx,卢蝶梦,13,1997-08-02,www.xxxxx.com
291,10603819,xxx improves yyy,卢蝶梦,14,1997-03-22,www.xxxxx.com
292,02571559,xxxxx 刍议,卢蝶梦,20,2016-11-22,www.xxxxx.com
293,69826728,xxxxx 浅析,卢蝶梦,20,1992-03-13,www.xxxxx.com
294,02571559,xxxxx 小议,卢蝶梦,24,2000-04-05,www.xxxxx.com
295,10603819,xxx has facilitated yyy,卢蝶梦,22,2021-10-22,www.xxxxx.com
296,02571559,论 xxxx,卢蝶梦,11,2005-11-27,www.xxxxx.com
297,72440573,xxx 在 zzz 时促进了 yyy,卢蝶梦,20,2000-06-28,www.xxxxx.com
298,69826728,xxx improves yyy,卢蝶梦,5,2021-06-05,www.xxxxx.com
299,69826728,xxxxx 浅析,卢蝶梦,2,1995-12-24,www.xxxxx.com
300,58167862,论 xxxxx 在 xxxxx 中的应用,卢蝶梦,3,2022-09-05,www.xxxxx.com
301,69826728,xxx has facilitated yyy,卢蝶梦,14,2022-10-01,www.xxxxx.com
302,96546119,xxxxx 浅析,卢蝶梦,17,2017-08-01,www.xxxxx.com
303,02571559,xxx improves yyy,卢蝶梦,14,2011-11-19,www.xxxxx.com
304,58167862,xxxxx 刍议,卢蝶梦,13,2016-05-25,www.xxxxx.com
305,02571559,xxxxx 刍议,卢蝶梦,11,1993-05-09,www.xxxxx.com
306,72440573,论 xxxxx 在 xxxxx 中的应用,卢蝶梦,11,2001-03-15,www.xxxxx.com
307,96546119,xxxxx 小议,卢蝶梦,11,2014-01-03,www.xxxxx.com
308,96546119,论 xxxxx 在 xxxxx 中的应用,卢蝶梦,18,2003-08-01,www.xxxxx.com
309,72440573,xxxxx 刍议,卢蝶梦,10,2011-01-08,www.xxxxx.com
310,10603819,xxxxx 刍议,卢蝶梦,17,1999-07-24,www.xxxxx.com
311,02571559,xxx has facilitated yyy,卢蝶梦,3,2007-03-20,www.xxxxx.com
312,69826728,xxx improves yyy,卢蝶梦,23,2011-09-07,www.xxxxx.com
313,02571559,xxx has facilitated yyy,卢蝶梦,6,1993-07-07,www.xxxxx.com
314,58167862,xxx has facilitated yyy,卢蝶梦,3,1993-04-17,www.xxxxx.com
315,72440573,xxx has facilitated yyy,卢蝶梦,8,2003-06-18,www.xxxxx.com
316,02571559,xxxxx 小议,卢蝶梦,3,2003-03-03,www.xxxxx.com
317,58167862,xxxxx 浅析,卢蝶梦,23,2014-02-11,www.xxxxx.com
318,72440573,xxx has facilitated yyy,卢蝶梦,23,2015-02-03,www.xxxxx.com
319,96546119,xxxxx 小议,卢蝶梦,11,2019-02-13,www.xxxxx.com
320,69826728,xxx improves yyy,林华琳,13,1999-07-18,www.xxxxx.com
