id,applicant,patent_num,status
221,0501011,8865283654003,1
222,0501011,2242507931853,1
223,0501011,7015898515591,1
224,0501011,5629164588881,1
225,0501011,3587314221854,1
226,0501011,5755811722615,1
227,0501011,0141529291856,1
228,0501011,8292616035435,1
229,0501011,4131348001404,1
230,0501011,5564218088797,1
231,0501011,8280708472112,1
232,0501011,9744650475330,1
233,0501011,5182121886197,1
234,0501011,1604879194868,1
235,0501011,7449527555793,1
236,0501011,2872471646551,1
237,0501011,6776588115585,1
238,0501011,2028981755727,1
239,0501011,6860110099130,1
240,0001012,4536910507312,1
241,0001012,2653295286791,1
242,0001012,5013294316487,1
243,0001012,8019000316875,1
244,0001012,1298629531137,1
245,0001012,8708149092921,1
246,0001012,4107389566068,1
247,0001012,9422006001825,1
248,0001012,5184578954013,1
249,0001012,3358427302141,1
250,0001012,4188875031402,1
251,0001012,2050046251832,1
252,0001012,8974622203777,1
253,0001012,3923652517086,1
254,0001012,3964271250625,1
255,0001012,1648616027774,1
256,0001012,4138436555155,1
257,0001012,7003072970092,1
258,0001012,5526219219432,1
259,0001012,0504900412022,1
260,0101013,5468689884660,1
261,0101013,4470823817680,1
262,0101013,4259241717864,1
263,0101013,8070134957293,1
264,0101013,2034473627381,1
265,0101013,8806872090188,1
266,0101013,9035097278354,1
267,0101013,4741795737566,1
268,0101013,4479416992533,1
269,0101013,0572927221659,1
270,0101013,7023273584679,1
271,0101013,0130971554857,1
272,0101013,9002492191750,1
273,0101013,4720220967669,1
274,0101013,6796556650986,1
275,0101013,6828549798589,1
276,0101013,8783463285184,1
277,0101013,5243831143443,1
278,0101013,3609796020454,1
279,0101013,1489020405631,1
280,0201014,4416933554622,1
281,0201014,6495769645431,1
282,0201014,0656883906457,1
283,0201014,2805227120617,1
284,0201014,4934509606459,1
285,0201014,6256714043674,1
286,0201014,5415119588332,1
287,0201014,9960666682116,1
288,0201014,4597848357870,1
289,0201014,0570845688501,1
290,0201014,2726107399741,1
291,0201014,2105772624501,1
292,0201014,0250275455500,1
293,0201014,0820475504045,1
294,0201014,2151798485273,1
295,0201014,9262941128878,1
296,0201014,1934610712295,1
297,0201014,4872069651630,1
298,0201014,4147263597568,1
299,0201014,6998385636210,1
300,0301015,4287921806853,1
301,0301015,9892607842335,1
302,0301015,7517349759333,1
303,0301015,9660989304488,1
304,0301015,3307727200159,1
305,0301015,8399436883690,1
306,0301015,0052741352576,1
307,0301015,9003713793178,1
308,0301015,9634421283441,1
309,0301015,7264001814748,1
310,0301015,6152111587527,1
311,0301015,9783593886643,1
312,0301015,3848437298331,1
313,0301015,7216382655028,1
314,0301015,3385062883647,1
315,0301015,5708331128543,1
316,0301015,9022803582278,1
317,0301015,2179744538492,1
318,0301015,2441726578020,1
319,0301015,6345846206181,1
320,0401016,8989673819137,1
321,0401016,4625191245434,1
322,0401016,1731840269021,1
323,0401016,4294107513073,1
324,0401016,4436801291149,1
325,0401016,0000467561118,1
326,0401016,2233296673724,1
327,0401016,6046965702098,1
328,0401016,0444276247487,1
329,0401016,3015830306079,1
330,0401016,0832335510877,1
331,0401016,2193334495778,1
332,0401016,7074734520691,1
333,0401016,0607324465615,1
334,0401016,3465273611150,1
335,0401016,6292347456114,1
336,0401016,2369517034520,1
337,0401016,6332403170744,1
338,0401016,8956304950785,1
339,0401016,7463881256528,1
340,0501017,7059241867445,1
341,0501017,5149775283934,1
342,0501017,6740366858020,1
343,0501017,9556503521349,1
344,0501017,2992546901921,1
345,0501017,2163657419371,1
346,0501017,5216515591831,1
347,0501017,2387671925724,1
348,0501017,8367288050607,1
349,0501017,7068337347059,1
350,0501017,9682492853156,1
351,0501017,0031018879573,1
352,0501017,6687689298198,1
353,0501017,9382225103326,1
354,0501017,1905490473483,1
355,0501017,7320256020980,1
356,0501017,7244921934075,1
357,0501017,8652179981051,1
358,0501017,0930075800807,1
359,0501017,5301611138441,1
360,0001018,8770229808891,1
361,0001018,8675953470073,1
362,0001018,9665062655263,1
363,0001018,8597332982417,1
364,0001018,6817725512878,1
365,0001018,4220713318569,1
366,0001018,7446443341245,1
367,0001018,1856788862099,1
368,0001018,8584136776081,1
369,0001018,5689784199783,1
370,0001018,8260732825651,1
371,0001018,0221531564841,1
372,0001018,9177171835525,1
373,0001018,1908044831975,1
374,0001018,2867072240986,1
375,0001018,6088729359790,1
376,0001018,4841901794922,1
377,0001018,6628858098872,1
378,0001018,9591623025033,1
379,0001018,8630821616711,1
380,0101019,5959454503104,1
381,0101019,8785334349864,1
382,0101019,7842722422650,1
383,0101019,3733040969885,1
384,0101019,3063899037599,1
385,0101019,2342346003446,1
386,0101019,2244567356133,1
387,0101019,1040277711074,1
388,0101019,2277323692240,1
389,0101019,9057962778910,1
390,0101019,5528099671437,1
391,0101019,2905769652287,1
392,0101019,3129203247377,1
393,0101019,3563205249025,1
394,0101019,4677784504681,1
395,0101019,0796410622293,1
396,0101019,6541093111185,1
397,0101019,4099409715246,1
398,0101019,2162595874246,1
399,0101019,3181392100612,1
400,0201020,7233972504005,1
401,0201020,3773407668962,1
402,0201020,0064459380953,1
403,0201020,0595217462914,1
404,0201020,5938300230880,1
405,0201020,1548392245432,1
406,0201020,8963459872357,1
407,0201020,9578878719701,1
408,0201020,3501960615404,1
409,0201020,5970582372532,1
410,0201020,2906857294116,1
411,0201020,7448901066275,1
412,0201020,0521341688295,1
413,0201020,0267003897601,1
414,0201020,6520623663278,1
415,0201020,7402055730091,1
416,0201020,1503894117775,1
417,0201020,0970256888505,1
418,0201020,5809815161357,1
419,0201020,4562580244883,1
420,0301021,9795452568165,1
421,0301021,9995607159682,1
422,0301021,4241259270702,1
423,0301021,6474202242588,1
424,0301021,9257984873267,1
425,0301021,9307437701520,1
426,0301021,5530861269844,1
427,0301021,0004992563303,1
428,0301021,7856423336082,1
429,0301021,9291409285594,1
430,0301021,2243699836158,1
431,0301021,6265009393841,1
432,0301021,5230867298226,1
433,0301021,7902108017662,1
434,0301021,0245747561507,1
435,0301021,1919200169491,1
436,0301021,9564461145450,1
437,0301021,6525844158465,1
438,0301021,3669670189255,1
439,0301021,0182632677649,1
440,0401022,2162947509093,1
441,0401022,4973612516344,1
442,0401022,3981680537637,1
443,0401022,5654569964640,1
444,0401022,2499143628362,1
445,0401022,1501491393297,1
446,0401022,0401497531309,1
447,0401022,2845808631341,1
448,0401022,1231078910659,1
449,0401022,5043954940416,1
450,0401022,4180449517029,1
451,0401022,6367064825178,1
452,0401022,4987785717776,1
453,0401022,2549915324969,1
454,0401022,1276827692253,1
455,0401022,6648736240356,1
456,0401022,7963308521250,1
457,0401022,7821546601865,1
458,0401022,1799813826865,1
459,0401022,5688705806374,1
460,0501023,2972035016501,1
461,0501023,5646687963924,1
462,0501023,0099641577897,1
463,0501023,7097259858599,1
464,0501023,1777235046900,1
465,0501023,3220863533918,1
466,0501023,0391103769031,1
467,0501023,9285375983338,1
468,0501023,8960978423477,1
469,0501023,4461797597195,1
470,0501023,9776282246114,1
471,0501023,2141600263678,1
472,0501023,7091661004951,1
473,0501023,8311905934389,1
474,0501023,2322744355828,1
475,0501023,7868364101817,1
476,0501023,5323451937967,1
477,0501023,8798378258443,1
478,0501023,1508219106825,1
479,0501023,3898191974460,1
480,0001024,0468773666243,1
481,0001024,4762523535577,1
482,0001024,2242977029183,1
483,0001024,9525890954372,1
484,0001024,6631217351664,1
485,0001024,6345190231368,1
486,0001024,2254819867980,1
487,0001024,2522572239333,1
488,0001024,5469637331305,1
489,0001024,3212403220654,1
490,0001024,0135138796166,1
491,0001024,6694512491982,1
492,0001024,2403852567633,1
493,0001024,0976141261079,1
494,0001024,5597847593342,1
495,0001024,5615090250075,1
496,0001024,0396446271450,1
497,0001024,2860397994453,1
498,0001024,3007792145475,1
499,0001024,6683858635148,1
500,0101025,5235947669086,1
501,0101025,8713015873663,1
502,0101025,3630256118474,1
503,0101025,6988644984061,1
504,0101025,7547015183728,1
505,0101025,1210719695563,1
506,0101025,8627613004223,1
507,0101025,5818027166356,1
508,0101025,1976849127711,1
509,0101025,6961704424509,1
510,0101025,1855498759944,1
511,0101025,8841240203875,1
512,0101025,8424970971120,1
513,0101025,6339260730126,1
514,0101025,4215381265201,1
515,0101025,4316345243370,1
516,0101025,6540224536746,1
517,0101025,3495023363097,1
518,0101025,3939300377632,1
519,0101025,0794710362033,1
520,0201026,6214774064822,1
521,0201026,3699559691094,1
522,0201026,3225002170141,1
523,0201026,4197871144093,1
524,0201026,6807559204077,1
525,0201026,1647647267988,1
526,0201026,7063382137508,1
527,0201026,9706690180792,1
528,0201026,2699273583236,1
529,0201026,8536564202779,1
530,0201026,5517752184623,1
531,0201026,6285455628619,1
532,0201026,0075337634506,1
533,0201026,7433909643701,1
534,0201026,5089286653545,1
535,0201026,7114067053228,1
536,0201026,9896194643294,1
537,0201026,8437850028807,1
538,0201026,9199610593750,1
539,0201026,4480611786831,1
540,0301027,6316109993973,1
541,0301027,2469765798672,1
542,0301027,9735847549252,1
543,0301027,9987211585121,1
544,0301027,4873062158940,1
545,0301027,3287712137034,1
546,0301027,6176670042566,1
547,0301027,9067695163914,1
548,0301027,1500447425733,1
549,0301027,2652479168560,1
550,0301027,3273982323489,1
551,0301027,0796019249956,1
552,0301027,9560220642859,1
553,0301027,5571174992865,1
554,0301027,6150789882020,1
555,0301027,4686005998732,1
556,0301027,7841388203250,1
557,0301027,6814536237854,1
558,0301027,0516765919271,1
559,0301027,9009993062489,1
560,0401028,4081960668234,1
561,0401028,7049996773845,1
562,0401028,7774294854344,1
563,0401028,2185030537471,1
564,0401028,7977237797642,1
565,0401028,7946291188282,1
566,0401028,8721900562683,1
567,0401028,1934772338059,1
568,0401028,0033589489958,1
569,0401028,6277399669141,1
570,0401028,1714567218717,1
571,0401028,4218356906212,1
572,0401028,0545998448326,1
573,0401028,2708872691773,1
574,0401028,2850638396249,1
575,0401028,9762639461124,1
576,0401028,7583639363140,1
577,0401028,9519764238046,1
578,0401028,2171517108632,1
579,0401028,2459591486365,1
580,0501029,5965386658247,1
581,0501029,8589479173528,1
582,0501029,0354550976060,1
583,0501029,4435014638142,1
584,0501029,2896074860687,1
585,0501029,6701941223677,1
586,0501029,7281385085984,1
587,0501029,1541437040467,1
588,0501029,9025896625981,1
589,0501029,3272534715168,1
590,0501029,7522149119699,1
591,0501029,9966867615226,1
592,0501029,0927897232158,1
593,0501029,4373743720589,1
594,0501029,4091199771929,1
595,0501029,5777660848851,1
596,0501029,9712172672971,1
597,0501029,5034023575427,1
598,0501029,9751862738081,1
599,0501029,4865073217646,1
600,0001030,5454991125459,1
601,0001030,1448168005659,1
602,0001030,1735796972278,1
603,0001030,9993281041945,1
604,0001030,3641984800637,1
605,0001030,4533553775552,1
606,0001030,2709909183269,1
607,0001030,1782709563609,1
608,0001030,3641481081922,1
609,0001030,3497581985601,1
610,0001030,3102316866992,1
611,0001030,7734536257190,1
612,0001030,2071036805577,1
613,0001030,1440299864134,1
614,0001030,0355902462747,1
615,0001030,4327978468982,1
616,0001030,1222764612297,1
617,0001030,2401967831525,1
618,0001030,6356756704897,1
619,0001030,0554036760493,1
620,0101031,6293763914157,1
621,0101031,9867257221383,1
622,0101031,0483952909191,1
623,0101031,9530469439257,1
624,0101031,7260227451155,1
625,0101031,5910159746948,1
626,0101031,2626335962716,1
627,0101031,2736477717382,1
628,0101031,1561316603078,1
629,0101031,4452528852798,1
630,0101031,3572009232990,1
631,0101031,3640568568540,1
632,0101031,9424846598393,1
633,0101031,5272119825320,1
634,0101031,3916683405395,1
635,0101031,3141197807209,1
636,0101031,8542720284006,1
637,0101031,0836139629231,1
638,0101031,7004362039516,1
639,0101031,0435090595523,1
640,0201032,1324951883529,1
641,0201032,9439246040960,1
642,0201032,8273233622926,1
643,0201032,5544489215629,1
644,0201032,7687870736709,1
645,0201032,6558935665911,1
646,0201032,1301963105580,1
647,0201032,8764456748856,1
648,0201032,4074506828198,1
649,0201032,3707501494589,1
650,0201032,9790097322007,1
651,0201032,2865659625298,1
652,0201032,7431414639175,1
653,0201032,3719578175402,1
654,0201032,8371608596600,1
655,0201032,0501698336526,1
656,0201032,9639124544224,1
657,0201032,5511762978872,1
658,0201032,8693154634082,1
659,0201032,1931662481539,1
660,0301033,9580079557380,1
661,0301033,8216114477723,1
662,0301033,7797243119769,1
663,0301033,8960242771057,1
664,0301033,8182170028475,1
665,0301033,6730557421385,1
666,0301033,5235485284731,1
667,0301033,0986153178555,1
668,0301033,3667582779049,1
669,0301033,7028083583571,1
670,0301033,6356024443409,1
671,0301033,1873585839087,1
672,0301033,0366489645441,1
673,0301033,2151542407536,1
674,0301033,2563659765080,1
675,0301033,0421751492972,1
676,0301033,6545018110005,1
677,0301033,6731123997006,1
678,0301033,6297705160107,1
679,0301033,0497320725534,1
680,0401034,6138371665864,1
681,0401034,5825603126184,1
682,0401034,3407826451413,1
683,0401034,4295820973653,1
684,0401034,7627202797188,1
685,0401034,3303644664012,1
686,0401034,2924542254606,1
687,0401034,4673847903657,1
688,0401034,7581484568987,1
689,0401034,6237217214063,1
690,0401034,6869237250528,1
691,0401034,8981793673362,1
692,0401034,7471561036939,1
693,0401034,1292093962462,1
694,0401034,2271517201250,1
695,0401034,3076281808761,1
696,0401034,2764684060702,1
697,0401034,0865136167958,1
698,0401034,3501917655462,1
699,0401034,6528828453159,1
700,0501035,2778251756939,1
701,0501035,9904430533010,1
702,0501035,9472735243634,1
703,0501035,0270010996116,1
704,0501035,0337405225557,1
705,0501035,8912578055756,1
706,0501035,0933536568955,1
707,0501035,8611150847997,1
708,0501035,2754123011488,1
709,0501035,0867624322514,1
710,0501035,0873484058457,1
711,0501035,3488602843563,1
712,0501035,1179996324568,1
713,0501035,0891421928110,1
714,0501035,9023049742276,1
715,0501035,1083092915500,1
716,0501035,1843724657224,1
717,0501035,5927006808381,1
718,0501035,8277399933127,1
719,0501035,4039428360674,1
720,0001036,6223150471818,1
721,0001036,7113668871623,1
722,0001036,3585501118641,1
723,0001036,5096261727698,1
724,0001036,0106615344832,1
725,0001036,2441441947340,1
726,0001036,7909421614734,1
727,0001036,3556311911657,1
728,0001036,8529492594324,1
729,0001036,7895503407582,1
730,0001036,1945348300349,1
731,0001036,5509371608418,1
732,0001036,2236811010872,1
733,0001036,5401478323598,1
734,0001036,2782160381563,1
735,0001036,2944817021730,1
736,0001036,4299658458755,1
737,0001036,3936711662222,1
738,0001036,3950917377088,1
739,0001036,9185232689547,1
740,0101037,1228618594028,1
741,0101037,5356346204798,1
742,0101037,5004003925789,1
743,0101037,1685619882867,1
744,0101037,6867243411293,1
745,0101037,9703535482891,1
746,0101037,6446911550716,1
747,0101037,5240352125959,1
748,0101037,2955520155423,1
749,0101037,9473063593653,1
750,0101037,0914920797206,1
751,0101037,0629490113470,1
752,0101037,1080418169568,1
753,0101037,1102205899828,1
754,0101037,6360641132834,1
755,0101037,4397321552992,1
756,0101037,6685707958635,1
757,0101037,7708593769396,1
758,0101037,2496889507595,1
759,0101037,7527389447221,1
760,0201038,1202863545040,1
761,0201038,7700351480385,1
762,0201038,0707358986789,1
763,0201038,2621340304793,1
764,0201038,6834086955270,1
765,0201038,7898237661826,1
766,0201038,6098082633663,1
767,0201038,7512175348033,1
768,0201038,0766688381998,1
769,0201038,1275356934761,1
770,0201038,4535724033290,1
771,0201038,6261955644614,1
772,0201038,8668488310653,1
773,0201038,1003579684785,1
774,0201038,6526872061836,1
775,0201038,1738824475870,1
776,0201038,6507792706683,1
777,0201038,9837207946605,1
778,0201038,3981524881611,1
779,0201038,0528592090618,1
780,0301039,8140028917982,1
781,0301039,6093202068743,1
782,0301039,9599211346525,1
783,0301039,0739523850705,1
784,0301039,6941706810359,1
785,0301039,5910175477476,1
786,0301039,2243015859648,1
787,0301039,5406012107057,1
788,0301039,2507489231120,1
789,0301039,6551662096932,1
790,0301039,7272115569766,1
791,0301039,8733416234263,1
792,0301039,4294954647574,1
793,0301039,3206790603153,1
794,0301039,5745064015497,1
795,0301039,3767773918624,1
796,0301039,7042198728086,1
797,0301039,5009319705964,1
798,0301039,7958993765887,1
799,0301039,8927781300358,1
800,0401040,8142890452027,1
801,0401040,3189416126691,1
802,0401040,0109572631621,1
803,0401040,3365105371479,1
804,0401040,2225664280201,1
805,0401040,2664830430825,1
806,0401040,4973537783403,1
807,0401040,3416705981422,1
808,0401040,0662473477744,1
809,0401040,5242367456612,1
810,0401040,9590814483814,1
811,0401040,5027480146988,1
812,0401040,5119301111766,1
813,0401040,0885265171581,1
814,0401040,3683840798910,1
815,0401040,6275383808153,1
816,0401040,9072273923967,1
817,0401040,5406240768353,1
818,0401040,4785921843158,1
819,0401040,9744450534272,1
820,0501041,7262544131605,1
821,0501041,4870714376617,1
822,0501041,9149927690392,1
823,0501041,8056489208453,1
824,0501041,0254622073692,1
825,0501041,1478733091431,1
826,0501041,0753597816747,1
827,0501041,0999741261537,1
828,0501041,7588940833620,1
829,0501041,2154430262049,1
830,0501041,0197525188918,1
831,0501041,3050762035895,1
832,0501041,6262254450891,1
833,0501041,5796139130549,1
834,0501041,1848959676625,1
835,0501041,8982633303408,1
836,0501041,9659935873710,1
837,0501041,9737645351616,1
838,0501041,2961011381966,1
839,0501041,5161512577716,1
840,0001042,1783983720618,1
841,0001042,1947047431216,1
842,0001042,7186143198556,1
843,0001042,5187867320039,1
844,0001042,6992031112648,1
845,0001042,7864245831092,1
846,0001042,9775628597537,1
847,0001042,4931723265385,1
848,0001042,6800220425360,1
849,0001042,8519637177390,1
850,0001042,7608411036506,1
851,0001042,9429120621617,1
852,0001042,5505569794831,1
853,0001042,3013571688820,1
854,0001042,0581799460055,1
855,0001042,8424584700062,1
856,0001042,7829893161200,1
857,0001042,4566054649139,1
858,0001042,6251883633517,1
859,0001042,0371530796760,1
860,0101043,3486470749799,1
861,0101043,8851689586709,1
862,0101043,0445788959981,1
863,0101043,7213263772810,1
864,0101043,4803759155392,1
865,0101043,3657325811555,1
866,0101043,4083080410969,1
867,0101043,9189612354641,1
868,0101043,4814005825507,1
869,0101043,9778766345923,1
870,0101043,7875856222858,1
871,0101043,4103538906272,1
872,0101043,8200258930097,1
873,0101043,8433253981190,1
874,0101043,0133479543628,1
875,0101043,2954501100702,1
876,0101043,7048211643569,1
877,0101043,1044024618714,1
878,0101043,0572800766757,1
879,0101043,5259174159998,1
880,0201044,6032022935415,1
881,0201044,2821452377950,1
882,0201044,5038771889341,1
883,0201044,8175268712571,1
884,0201044,8271048219087,1
885,0201044,7766429224190,1
886,0201044,0605038117930,1
887,0201044,1696461333363,1
888,0201044,6856073349625,1
889,0201044,4327893757719,1
890,0201044,2236282693801,1
891,0201044,0414446550708,1
892,0201044,6060415850947,1
893,0201044,1684460853674,1
894,0201044,8355944253436,1
895,0201044,5425122134487,1
896,0201044,0517586523776,1
897,0201044,9465903684401,1
898,0201044,0054975551736,1
899,0201044,9912412059737,1
900,0301045,0194653363859,1
901,0301045,7364271402869,1
902,0301045,9296898916196,1
903,0301045,8524501997402,1
904,0301045,0097194964629,1
905,0301045,8461525334038,1
906,0301045,8170289625805,1
907,0301045,1833118251472,1
908,0301045,6469599546619,1
909,0301045,1749269637512,1
910,0301045,8355849246368,1
911,0301045,8849108747901,1
912,0301045,3317923290354,1
913,0301045,6407294501615,1
914,0301045,4111567063988,1
915,0301045,0512396197703,1
916,0301045,6049115175294,1
917,0301045,8423475588032,1
918,0301045,3560808196996,1
919,0301045,1888616930801,1
920,0401046,4336918617857,1
921,0401046,9748761961020,1
922,0401046,3002764559773,1
923,0401046,7300341976775,1
924,0401046,1950945981779,1
925,0401046,8678609259479,1
926,0401046,5259026721548,1
927,0401046,1505860823412,1
928,0401046,3969242960297,1
929,0401046,9033024236217,1
930,0401046,4939865791710,1
931,0401046,6781520297146,1
932,0401046,9244111393604,1
933,0401046,3572309239622,1
934,0401046,7242483327061,1
935,0401046,2719135653000,1
936,0401046,1342575964185,1
937,0401046,8254418430749,1
938,0401046,4212824261554,1
939,0401046,1859686299640,1
940,0501047,9648239295979,1
941,0501047,0456555101746,1
942,0501047,4675658437833,1
943,0501047,7356893302798,1
944,0501047,7627489524618,1
945,0501047,6698201821345,1
946,0501047,2175076413408,1
947,0501047,1697355872741,1
948,0501047,3269629290053,1
949,0501047,4196482109082,1
950,0501047,1780099873004,1
951,0501047,1333429781558,1
952,0501047,5158196781684,1
953,0501047,7560835592874,1
954,0501047,0123642868591,1
955,0501047,9305391686131,1
956,0501047,3105220488300,1
957,0501047,9748823853415,1
958,0501047,5424406643321,1
959,0501047,6323551273310,1
960,0001048,3580449364697,1
961,0001048,3238872693512,1
962,0001048,7608531801486,1
963,0001048,5552430026449,1
964,0001048,4955522274754,1
965,0001048,1683377445007,1
966,0001048,0281512989487,1
967,0001048,4090360465511,1
968,0001048,3528981343966,1
969,0001048,1743714504889,1
970,0001048,3359205067930,1
971,0001048,1684221272227,1
972,0001048,7945733938197,1
973,0001048,9412360255151,1
974,0001048,5899393062195,1
975,0001048,9665831547675,1
976,0001048,1137876352571,1
977,0001048,6620128093151,1
978,0001048,2844854095212,1
979,0001048,2050251770272,1
980,0101049,4948908233392,1
981,0101049,2934185859853,1
982,0101049,7935481402143,1
983,0101049,9897144182764,1
984,0101049,0104387077142,1
985,0101049,4645945762421,1
986,0101049,4617541245904,1
987,0101049,7809269094969,1
988,0101049,9659293238253,1
989,0101049,6489747918492,1
990,0101049,6627924747009,1
991,0101049,2344337244120,1
992,0101049,6382737517546,1
993,0101049,5245364341371,1
994,0101049,5163904955244,1
995,0101049,2107856289225,1
996,0101049,6947714937651,1
997,0101049,8824275552556,1
